word,count
resemblance,3
concludes,2
bold,5
cautious,6
win,9
hold,50
follow,19
concerned,3
impinge,1
personality,1
several,6
meetings,1
already,17
ferdinand,7
aragon,6
things,57
cloak,3
religion,8
integrity,2
allowed,10
motives,3
maximilian,3
interesting,4
age,5
drawn,5
hands,23
court,4
secret,6
failures,1
describes,1
secretive,2
force,17
character--ignoring,1
schemes,2
effect,9
fulfilment,1
wishes,10
cambrai,1
mentioned,7
crushing,1
venetian,1
vaila,6
venice,5
she,34
won,4
eight,3
hundred,20
difficult,15
play,3
complicated,1
feud,1
broke,1
friendship,5
formed,5
drove,4
st,3
september,2
consequent,1
dismissal,1
thus,59
put,25
seen,40
literature,2
vainly,1
retain,6
dismissed,1
decree,1
th,8
complicity,2
conspiracy,9
x,4
procured,2
near,10
december,5
description,3
describing,1
daily,6
family,23
neighbours,7
home,5
go,16
off,14
dirt,1
noble,5
becomingly,1
re-clothed,1
pass,17
lovingly,1
am,11
alone,13
hours,1
weariness,1
trouble,17
dismay,1
entirely,29
retained,3
unfruitful,1
else,15
down,21
conversation,1
composed,5
',5
pour,1
fully,1
meditation,1
discussing,3
principality,28
acquired,29
any,129
fancies,1
pleased,4
ought,94
displease,1
welcome,2
able,54
enriching,2
polishing,1
book,3
suffered,4
vicissitudes,1
attaining,1
reached,17
influences,1
discussed,10
whether,18
presented,2
person,23
gave,20
lifetime,1
published,3
thing,13
neither,25
idled,1
served,1
expense,4
loyalty,3
now,32
break,1
faithful,14
cannot,67
change,15
witness,4
honesty,1
commenced,5
decade,1
livius,1
concurrently,1
minor,4
accepted,6
look,8
merchants,2
genoa,4
rulers,4
constitution,2
promulgated,1
recourse,6
lucca,48
remarkable,5
re-entry,1
much,74
sought,6
same,20
cardinal,10
whale,2
endeavour,5
finished,3
meanwhile,3
vii,5
somewhat,3
head,14
hand,23
pavia,3
destroyed,14
francis,1
rival,1
v,3
followed,13
sack,3
absent,1
hastened,1
secure,30
ill,2
soon,17
bones,1
modern,6
decreed,2
stately,1
croce,2
sons,6
whatever,5
nations,3
idea,3
unity,2
renaissance,1
idle,2
world-wide,1
pointed,2
harsh,2
doctrine,1
reputation,25
implies,1
researches,1
interpret,1
reasonably,1
due,3
shape,2
necromancer,1
men's,2
vision,1
begun,2
fade,1
appreciative,1
turning,2
depicted,1
moderately,1
employments,1
misled,1
ignored,1
attempts,1
fortify,3
raised,17
astonished,2
timid,2
time-serving,1
dared,1
soderini,1
owed,5
open,13
real,5
forte,1
employ,3
centuries,2
debatable,1
said,55
historical,2
incidents,1
makes,7
theories,1
leaving,6
eastern,2
principles,3
action,11
truths,1
dupes,1
conceals,1
bare,1
politics,2
perfectly,3
courses,4
prudence,7
consists,2
choosing,4
higher,6
reiterates,1
arms,63
nation,1
hallowed,2
cry,4
elevated,3
capable,6
fundamental,1
argument,1
either,73
insight,2
abiding,1
invests,1
merely,1
artistic,1
incontrovertible,1
relationship,2
achieve,1
exact,2
original,2
paraphrase,1
adapted,2
facile,1
phrasemonger,1
conditions,6
wrote,4
themes,1
lofty,3
substance,1
grave,4
plain,7
fuit,1
rebus,1
definiendis,1
position,19
englishman,2
translation,2
treatise,1
comparatively,1
to-day,6
simple,3
intrattenere,2
indicate,2
adopted,2
roman,16
greece,13
elizabethan,1
entertain,3
reader,2
understand,15
meant,1
aetolians,6
augmenting,1
seem,2
compelled,19
maintained,8
friendly,13
relations,5
tried,2
absolute,3
fidelity,9
sense,1
asperity,1
eagerness,1
meaning,4
following,16
list,1
discorso,3
sopra,4
le,2
cose,4
del,5
modo,3
valdichiana,1
ribellati,1
tenuto,2
dal,3
duca,2
nell',1
vitellozzo,12
oliverotto,22
fermo,9
provisione,1
decennale,2
primo,2
terza,2
rima,2
deca,1
livio,1
principe,4
comedy,3
terence,1
prose,2
prologue,1
verse,1
lingua,1
dialogue,1
arcidiavolo,1
novel,1
d'oro,1
riformare,1
sommario,1
citta,2
vita,1
castruccio,136
istorie,1
books,3
frammenti,1
sonetti,1
ottave,1
carnascialeschi,1
editions,6
tertina,1
classici,1
silvestri,1
passerini,1
fanfani,1
ed,5
f,15
polidori,1
familiari,1
e,29
alvisi,1
pensieri,1
allo,1
scopo,1
n,1
nel,1
private,19
correspondence,2
strive,3
graces,1
accustomed,20
precious,2
similar,7
ornaments,1
worthy,5
desiring,2
testimony,2
devotion,3
possessions,4
dear,1
digested,1
unworthy,1
countenance,1
acceptable,3
seeing,18
possible,9
understanding,3
dangers,11
stuffed,1
rounded,1
extrinsic,1
embellish,1
theme,1
shall,34
humble,3
dare,3
mountains,8
places,10
order,50
plains,8
wherein,4
summit,3
sometimes,5
lower,4
unmeritedly,1
continued,6
malignity,2
republics,8
hereditary,10
annexed,4
ability,24
discussion,4
inasmuch,7
address,2
indicated,1
holding,6
sufficient,15
transgress,1
ancestors,1
prudently,1
average,2
deprived,5
excessive,2
whenever,9
withstood,1
less,27
hence,13
hated,21
reasonable,7
expect,8
subjects,31
duration,1
leaves,4
occur,4
firstly,6
difficulty,22
willingly,4
deceived,9
gone,3
worse,3
common,9
causes,11
submitted,1
infinite,6
way,61
seizing,5
satisfy,7
strong,9
measures,7
feeling,1
armed,24
province,3
need,20
natives,1
quickly,16
lodovico's,1
opened,3
gates,4
hopes,2
ill-treatment,1
acquiring,7
rebellious,1
lightly,1
punish,3
suspects,1
lodovico,3
insurrections,1
defeated,2
beatrice,1
resources,4
maintaining,5
preserving,3
unlike,2
quietly,3
together,7
brittany,3
burgundy,1
gascony,1
difference,4
alike,2
get,21
mind,23
considerations,1
laws,23
altered,1
body,11
durable,3
disorders,4
heard,14
besides,7
satisfied,5
prompt,1
utmost,7
caution,5
colonies,6
minority,1
inhabitants,2
scattered,6
injure,11
anxious,2
costly,1
hurt,3
crushed,4
lighter,1
revenge,2
spends,2
consume,2
loss,7
shifting,1
acquainted,2
hardship,1
beaten,5
guards,1
respects,1
taking,13
care,15
foreigner,4
discontented,4
usual,6
moved,11
hatred,19
gain,17
master,15
properly,3
countries,5
observed,12
greater,17
foreign,5
macedonia,2
permission,10
increase,4
persuasions,1
philip,6
induce,1
humbling,1
instances,1
foreseen,3
wait,6
physicians,1
fever,3
beginning,13
cure,2
detect,2
detected,1
evils,3
wise,26
permitted,7
foreseeing,1
dealt,2
let,28
avoided,8
moreover,5
--let,1
enjoy,3
valour,27
possession,14
longest,1
elements,2
viii,5
desired,7
half,5
intervention,1
foothold,2
there--seeing,1
shut,1
forced,13
friendships,3
succeeded,11
design,4
matters,10
however,4
yielded,5
florentines,60
became,29
mantua,1
lords,8
lucchese,10
pisans,6
advances,1
weak,4
afraid,4
church,23
remained,10
contrary,11
occupy,1
weakening,1
thrown,4
aggrandized,3
spiritual,1
prevent,2
becoming,8
divides,1
associate,3
ambitious,3
malcontents,4
somewhere,1
acquire,5
praised,5
blamed,6
folly,1
attacked,16
partition,2
justified,1
merited,1
sixth,5
designs,9
except,20
run,4
counter,1
allege,1
assist,9
cap,1
jeanne,1
daughter,5
d'amboise,1
created,12
spoke,3
usually,1
italians,3
caused,18
attributed,5
rarely,3
fails,6
predominancy,1
astuteness,1
distrusted,6
darius,4
successors,3
considering,3
wonder,3
rebelled,6
meet,7
arose,13
record,1
governed,8
different,7
servants,7
ministers,2
grace,2
recognize,9
affection,3
yield,10
obedience,9
minister,2
particular,6
dividing,2
shifts,1
chooses,1
midst,3
beloved,5
peril,4
considers,4
arises,8
assigned,1
replace,2
credit,5
victory,14
kingdoms,3
gaining,2
baron,2
finds,4
render,6
heads,1
fresh,2
movements,1
exterminate,2
killed,24
enjoyed,2
tumults,5
provoked,1
tranquillity,1
constituted,2
frequent,1
fighting,9
attach,2
parts,3
remembered,2
marvel,1
pyrrhus,1
abundance,2
want,5
uniformity,1
cities,14
next,5
third,9
oligarchy,2
knows,4
athens,1
carthage,1
dismantle,1
ruining,1
destroy,8
watchword,1
provide,9
disunited,2
chance,7
immediately,5
know,28
slow,3
vengeance,2
surprised,2
adduce,3
highest,2
deeds,11
imitate,6
equal,1
theirs,2
act,9
hit,2
limits,1
bow,1
aid,14
keeping,12
accordingly,4
mitigate,2
strongest,1
facilitates,1
risen,5
cyrus,9
romulus,3
excellent,7
admired,3
admirable,3
inferior,3
preceptor,1
lives,5
seemed,5
vain,2
egyptians,1
delivered,1
abandoned,2
persians,3
soft,2
effeminate,5
shown,12
athenians,3
ennobled,2
valorous,1
security,12
innovator,1
coolness,1
incredulity,1
readily,3
partisans,5
along,5
thoroughly,4
innovators,1
depend,6
consummate,1
prayers,1
badly,3
compass,3
variable,1
fix,3
persuasion,1
constitutions,1
steadfast,4
unbelievers,1
respected,5
honoured,6
happy,6
bears,2
syracusans,2
wanted,1
abolished,2
build,3
edifice,1
solely,3
rising,3
atop,1
fly,3
bestows,1
corruption,1
simply,2
them--two,1
inconstant,1
unstable,2
requisite,1
command,11
unexpectedly,2
corrispondenze,1
roots,2
states--a,1
correspondency,1
seventeenth,1
recollection,1
proper,8
ascendancy,1
firmly,1
bestowed,2
maria,1
accredited,1
assassinations,1
orsini,30
descritione,1
architect,1
danger,14
building,1
solid,1
superfluous,3
prospective,1
protection,4
upset,1
dissolving,1
attempt,3
hindered,2
seize,8
desist,1
decided,12
weakened,1
adherents,5
factions,14
awaited,2
crush,2
house,27
perceiving,1
meeting,5
risk,2
mediation,1
pagolo--whom,1
attention,5
apparel,1
reconciled,2
sufficiently,7
appreciate,1
prosperity,3
notice,5
quarrels,2
governor,9
thereupon,2
promoted,1
messer,38
d'orco,2
swift,1
cruel,7
fullest,1
odious,3
judgment,5
minds,5
cruelty,16
originated,1
morning,7
executed,2
cesena,3
block,1
bloody,1
knife,3
barbarity,2
spectacle,1
de,3
lorqua,1
vicinity,1
late,3
mistake,3
temporize,2
intention,4
exterminating,1
curb,2
converting,1
fourthly,1
shock,1
escaped,4
intended,7
pounced,1
prosper,1
stood,10
sword,2
sick,1
unto,1
boldness,3
baglioni,2
told,13
provided,8
pietro,3
ad,6
vincula,3
aims,1
regulated,1
shortness,2
severe,2
gracious,2
liberal,10
disloyal,2
create,2
kings,1
zeal,1
lively,1
elect,2
pontiffs,2
ascanio,3
excepted,2
obligations,5
spaniard,1
failing,1
believes,2
raffaello,1
wickedness,4
nefarious,1
ascends,2
examples--one,1
modern--and,1
agathocles,7
abject,2
military,10
ranks,3
deliberately,3
obligation,4
purpose,4
amilcar,1
carthaginian,1
sicily,3
assembled,8
senators,1
dead,4
princedom,2
civil,6
carthaginians,4
ultimately,1
defence,9
africa,4
siege,4
reduced,3
content,9
pre-eminence,1
deceive,6
extricating,2
enduring,2
esteemed,7
notable,1
inhumanity,2
celebrated,2
achieved,1
orphan,1
uncle,1
fogliani,3
discipline,6
appearing,7
serve,5
slavery,2
visit,3
patrimony,2
laboured,2
honourably,3
retainers,1
arrange,1
fermians,2
arranged,3
solemn,1
invited,3
viands,1
entertainments,1
banquets,1
chamber,3
went,20
seated,2
horseback,2
town,10
strengthened,3
ordinances,5
destruction,4
parricide,1
leader,3
treacheries,1
external,2
conspired,7
peaceful,2
severities,2
persisted,1
multiply,1
decrease,1
practise,2
system,2
equivalent,1
remarked,2
examine,3
inflict,2
stroke,1
timidity,1
wrongs,3
flavour,1
unexpected,2
troubled,3
mild,1
ix,2
coming,7
intolerable,2
fellow,1
anarchy,1
withstand,4
defended,6
sovereignty,2
maintains,2
equals,2
liking,1
worst,1
far-seeing,1
forward,13
unmake,1
pleases,1
clearer,1
mainly,1
rapacious,6
pusillanimity,1
case,19
counsel,5
adversity,7
ends,1
shun,1
binding,1
token,1
guard,5
expecting,2
benefactor,1
omit,2
nabis,3
impugn,1
statement,1
trite,1
builds,3
foundation,27
persuades,1
gracchi,1
undismayed,1
qualifications,1
encouraged--such,1
tyrant,3
flamininus,1
passing,4
confusions,1
scarcity,1
agrees,1
experiment,1
adopt,2
circumstance,2
measured,3
join,4
walls,4
managed,3
adverse,1
fortified,5
absolutely,1
suits,1
tedious,1
ditches,1
artillery,1
year's,1
community,2
exercises,5
changeable,2
interfered,1
patient,2
adroitly,1
arrival,2
burn,1
hot,1
ills,1
prior,1
capacity,1
all-powerful,1
behave,1
alienate,1
exalted,1
rash,5
potentates,3
smallest,1
anxiety,5
annoyances,1
instrumentality,1
heir,2
impotence,1
chastisements,1
wiped,3
accumulate,1
alexander's,1
bounds,1
disturbance,1
terrified,1
holiness,1
mercenaries,15
generally,6
offence,4
belong,1
auxiliaries,11
based,3
unfaithful,3
valiant,7
robbed,2
trifle,1
resting,1
formerly,5
foreigners,8
chalk,4
col,1
bons,1
mots,1
billets,1
henry,1
bacon,1
resistance,3
wont,3
frenchmen,2
infelicity,1
mercenary,5
aspire,3
oppressing,3
perform,2
single-handed,1
progress,2
ages,1
switzers,10
completely,4
epaminondas,1
thebans,1
enlisted,2
allied,3
johanna,2
throw,1
herself,2
favoured,3
acuto,2
acknowledge,2
bracceschi,1
watched,2
braccio,2
nobody,1
deny,1
soldier,3
valiantly,1
forsook,1
virtue,8
custom,3
expansion,1
taste,1
beat,3
leadership,1
severino,2
count,7
pitigliano,2
dread,4
conquests,2
slowly,2
inconsiderable,1
ladislao,1
hawkwood,1
edward,2
collected,1
company,4
sible,1
village,1
essex,1
domnia,1
bernabo,2
carmagnola,1
sigismund,1
capitano,1
counteract,1
recently,2
consisting,1
unaccustomed,1
enlist,2
conio,2
sprang,2
till,1
overrun,3
subsisting,1
moderate,1
lessen,1
fatigue,3
prisoners,5
liberating,1
ransom,1
night,12
encampments,1
surround,1
winter,1
devised,1
contempt,7
barbiano,1
cunio,1
george,1
calls,1
disadvantageous,1
losing,2
surnamed,2
catholic,2
perceived,1
reap,1
expectation,2
fled,5
ran,1
turks,1
quit,1
infidels,1
joannes,1
cantacuzenus,1
paid,7
captured,3
imola,4
presently,2
handling,2
complete,5
intending,3
named,5
testament,1
applicable,4
goliath,1
philistine,1
weapons,1
source,3
subordinated,1
national,1
proves,2
affair,2
looks,3
discern,1
poison,1
fevers,1
enlisting,2
reduction,1
armaments,1
ignorance,1
british,1
balfour,1
sank,1
'wholly,1
unhistorical,1
zenith,1
liability,4
--pall,1
conclude,2
dependent,1
opinion,11
fame,5
dependents,2
suggested,1
commit,2
xiv,1
belongs,5
neglect,3
misfortunes,1
thoughts,1
regards,1
drilled,1
incessantly,1
chase,1
accustoms,1
localities,1
gets,2
lie,1
rivers,4
marshes,2
undertake,3
locality,1
hereafter,1
aspect,1
arrive,2
desirable,2
teaches,1
surprise,3
quarters,9
besiege,2
praises,2
stopped,2
reasoned,2
hill,6
ourselves,1
pursue,2
discussions,1
intellect,2
illustrious,6
borne,1
exemplar,2
reads,1
xenophon,2
conformed,1
apprehends,1
imagination,1
pictured,1
neglects,1
meets,1
spoken,7
qualities,9
praise,4
call,3
deprives,1
compassionate,2
faithless,1
brave,1
lascivious,1
chaste,1
sincere,1
cunning,3
hard,2
religious,3
unbelieving,1
exhibit,1
carefully,4
xvi,1
injures,2
honestly,1
unduly,1
affected,1
economy,1
revenues,1
engage,1
papacy,1
additional,5
expenses,5
undertaken,2
enable,4
goes,3
supporting,1
extortion,1
yours,6
squander,1
adds,2
squandering,1
wastes,1
clemency,3
misuse,1
unified,1
rightly,1
merciful,4
pistoia,23
executions,1
individual,7
imputation,1
excuses,2
dura,1
novitas,1
talia,1
cogunt,1
moliri,1
custode,1
tueri,1
temperate,1
distrust,2
throne,5
realms,1
shores,1
christopher,1
pitt,1
ungrateful,1
fickle,2
false,2
approaches,1
precautions,1
payments,4
earned,1
link,1
broken,2
preserves,1
punishment,2
avoids,1
someone,10
pretexts,2
lapse,1
hannibal,1
enumerated,2
enormous,2
dissensions,1
boundless,1
fabius,1
corrupter,1
avenged,1
insolence,4
punished,1
correct,2
disposition,2
injurious,2
characteristic,2
returning,4
loving,1
fearing,6
xviii,1
craft,4
circumvent,1
beast,3
describe,1
chiron,1
nurse,2
natures,2
knowingly,1
choose,3
fox,6
wolves,2
observance,1
exist,2
legitimate,1
non-observance,1
showing,6
engagements,1
void,2
faithlessness,1
mastery,1
passage,4
directly,2
cicero's,1
nam,1
sint,1
unum,1
disceptationem,1
vim,1
cumque,1
proprium,1
sit,1
hominis,1
hoc,1
si,1
uti,1
licet,1
disguise,1
necessities,2
seeks,2
silence,2
victims,1
asserting,1
oaths,1
understood,1
mankind,2
nondimanco,1
succederono,1
inganni,1
votum,2
omitted,3
testina,3
addition,2
unnecessary,1
framed,2
winds,1
variations,1
contro,3
alla,2
paragraph,12
phrases,1
papal,1
authorities,1
attached,2
creed,1
religione,1
shade,1
belief,3
inevitably,1
huguenot,1
coryphaeus,1
tribe,1
machiavel,1
scheme,1
'that,1
politician,1
hurtful,2
replete,1
judge,1
touch,1
majesty,6
challenge,1
vulgar,2
'the,1
prince',1
clearly,2
burd's,1
fulfilled,1
reproaches,1
abstain,1
honor,1
majority,1
mean-spirited,1
irresolute,3
rock,4
gravity,1
fortitude,1
dealings,1
judgments,1
conveys,2
impression,3
preparations,3
secretly,1
accomplish,2
remedies,2
conspiracies,4
conspires,2
expects,1
removal,1
conspirator,4
companion,1
malcontent,1
assured,2
reduce,2
prospect,1
execution,2
sequel,1
crime,1
escape,2
grandfather,1
condemnation,1
edge,1
arrested,1
tortured,1
alleged,2
boscoli,1
esteem,2
well-ordered,1
desperation,3
contented,3
ordered,4
institutions,2
protect,4
arrangement,1
deaths,2
objections,1
studies,2
antoninus,4
macrinus,2
heliogabalus,2
note,2
satisfaction,5
warlike,4
double,4
overthrown,5
training,1
opposing,1
special,2
adhered,1
advantageous,7
justice,3
licentiously,1
administration,3
corrupt,3
think,10
yourself--it,1
gratify,1
fourteen,2
unjudged,1
mother,2
rapacious-men,1
iniquity,1
awed,1
counterfeit,1
sloth,2
praetorian,1
niger,3
proclaimed,1
albinus,5
complained,1
treachery,1
wondered,2
eminent,1
unheard,1
centurion,2
inflicted,2
threatened,1
emperor's,2
inherited,1
footsteps,2
amusing,2
indulge,1
descending,1
theatre,1
vile,1
sheep,1
indignity,1
prefects,1
governance,2
twelve,2
christian,1
noblemen,2
met,7
fatal,2
unhappy,1
tread,1
glorious,1
stable,1
xx,1
resort,1
final,1
possesses,1
particulars,1
decision,2
comprehensively,1
freely,6
treatment,2
disarm,2
breeds,1
tributary,2
balanced,1
guelph,9
ghibelline,2
bloodshed,2
nursed,1
disputes,1
differences,1
rout,1
argue,1
enabling,1
confronted,2
animosity,1
pandolfo,5
varies,1
tightly,1
extracts,1
demands,1
warn,1
induced,1
weighing,1
refuge,2
ubaldo,2
razed,1
fortress,5
is--not,1
countess,3
lucrezia,1
landriani,1
envy,3
appointment,1
signori,1
pasolini,1
setting,2
fine,3
insignificant,1
granada,1
hindrance,1
perceive,1
driving,2
clearing,1
assailed,2
arisen,2
rewarding,1
downright,1
reservation,1
conquers,4
strenuously,1
prey,1
trial,1
envoys,3
exhorting,1
erroneous,1
interfering,1
demand,4
neutrality,2
gallantly,1
ally,3
sheltered,1
alliance,4
purposes,1
compels,1
joined,4
imagine,1
ordinary,2
distinguish,1
proficient,1
commerce,1
deterred,1
improving,1
opening,1
trade,3
rewards,2
festivals,1
seasons,1
societies,2
bodies,2
abate,1
florio,1
corporation,2
admirably,1
artel,3
russia,2
complex,1
despite,2
apparent,2
similarity,1
assures,1
root,1
verb,1
rotisya,1
oneself,2
oath,2
signifies,1
regimental,1
individuals,1
connected,1
clans,1
xxii,1
secretaries,1
discrimination,1
forms,2
venafro,3
servant,8
intellects,1
comprehends,2
appreciates,1
necessarily,2
test,1
interests,2
kindnesses,1
sharing,2
honours,4
riches,3
disastrous,1
flatterers,4
discriminating,1
self-complacent,1
guarding,1
abates,1
inquires,1
councillors,1
preferred,1
resolutions,2
man--he,1
carrying,1
revealed,2
undoes,1
intends,1
involved,1
discourage,1
inquirer,1
listener,1
inquired,1
felt,2
counsellors,1
untrue,1
constraint,1
whencesoever,1
xxiv,1
suggestions,1
narrowly,1
tighter,1
attracted,1
adorned,1
defect,6
quintius,1
compared,1
attract,1
accuse,1
calm,1
tempest,1
flight,7
expedients,1
deliverance,1
direct,4
pondering,1
one-half,1
frederick,6
miserable,1
universe,1
raging,1
flood,1
trees,1
bearing,3
soil,1
defences,2
barriers,3
thither,1
impulse,1
confining,1
relies,1
directs,1
haste,2
patience,3
goal,1
similarly,2
observances,1
estate,6
circumspect,1
accommodate,1
inclines,1
agreeable,2
passive,1
movement,2
refuse,3
waited,2
plans,3
required,2
cautiously,2
changeful,1
agreement,19
ill-use,1
allows,1
mastered,2
woman-like,1
lover,2
xxvi,1
liberate,1
propitious,1
capabilities,1
extremity,1
lately,1
spark,1
ordained,1
redemption,2
heal,1
wounds,2
plundering,1
swindling,1
taxing,1
festered,1
offers,4
willingness,2
manifested,2
sea,6
rained,2
campaigns,1
exhausted,2
hand-to-hand,1
springs,1
obedient,1
wholly,1
taro,2
allesandria,1
alessandria,1
redeemed,1
truer,1
encounter,2
close,7
battalions,3
agility,1
shields,1
pikes,1
germans,3
invent,1
variation,1
liberator,1
express,2
stubborn,2
tears,1
native,1
verified,1
l'arme,1
combatter,1
che,1
l'antico,1
negli,1
cuor,1
morto,1
fury,3
i',1
italians',1
dacre,1
gravina,5
chiana,1
domination,1
curbing,1
reported,2
throughout,5
revolution,1
castellan,3
conspirators,1
leaping,2
effected,2
diet,1
destroying,1
firebrand,1
lessened,1
sundry,1
everybody's,1
recovering,1
reconciliation,6
sending,3
encountered,2
standstill,1
stop,2
lancers,2
concluded,4
confirmed,2
covenants,1
promised,4
presence,3
completed,2
check,3
convention,1
stayed,1
propose,1
awaken,1
candales,1
brother-in-law,1
compliance,6
cast,1
warned,1
agreed,5
departure,2
communicated,1
monsignor,1
pairs,2
entrusting,1
assemble,2
metauro,2
miles,5
await,3
marca,1
adriatic,1
bases,1
bow-shot,2
mile,1
facing,2
draws,1
passes,1
crosses,1
straight,1
transversely,1
collection,5
square,4
castles,2
consisted,1
dejected,1
conscious,1
death--a,1
amazement,1
parted,1
advised,2
nephews,1
saluted,1
waiting,1
them--signalled,1
michelle,1
telling,1
obeisance,1
presentiment,1
orsinian,1
tumult,4
silenced,1
kill,3
orsino,1
jacopo,6
zanobi,2
buondelmonti,1
luigi,2
alamanni,1
excelled,6
obscurity,1
aggrieved,1
outrageous,1
wild,1
parentage,1
jove,1
deity,1
wearisome,1
edifying,1
beginnings,1
begins,1
discerned,1
numbered,1
priest,6
sister,3
buonaccorso,2
cenami,1
gardens,1
sunrise,1
madonna,2
dianora,2
herbs,1
seasoning,1
hearing,1
rustling,1
vine,1
resembling,1
whereupon,7
face,3
baby,1
crying,1
clothed,2
linen,1
child,3
grew,4
discovered,4
priesthood,1
delighting,1
wrestling,1
boys,2
bodily,2
beheld,1
vexation,1
mornings,1
evenings,1
balcony,1
top,1
street,2
games,2
royal,1
obeyed,1
informed,2
ride,1
masses,2
services,2
modestly,1
horseman,1
fiery,1
tournaments,1
accomplishments,1
delightful,2
modesty,1
inferiors,1
neglecting,1
tutor,2
administrator,1
gratitude,2
repay,1
suspected,1
harbouring,1
tyrannical,1
degli,2
opizi,2
sow,1
alarmed,3
ruberto,7
paris,1
restoration,1
plan,2
tower,2
onesti,1
filling,1
munitions,2
fire,1
uproar,1
reformed,1
detriment,1
montecatini,2
marched,3
montecarlo,7
pisan,2
appearance,1
withdrew,3
posted,7
horse,2
occurrence,1
growing,2
over-confident,1
signs,1
front,3
certainty,1
commands,1
centre,4
wings,3
exactly,1
flanks,5
march,3
portions,1
separated,1
arrayed,1
carlo,5
taranto,1
arrest,1
prison,4
ugucionne,1
cursed,1
finish,1
gaddo,2
gherardesca,2
availed,1
liberation,1
circles,1
demanded,1
scale,1
planned,1
treaty,2
zerezzanello,1
carrara,1
lavenza,1
lunigiana,2
palavicini,1
imprudent,1
poggio,3
puccinello,1
boccansacchi,1
solemnly,1
people's,1
conferred,1
lombardian,1
governorship,1
nardo,1
scolari,1
gerozzo,1
nardi,1
districts,2
ensigns,1
surrounded,2
piacenza,1
invade,1
territories,2
valdarno,1
miniato,4
inflicting,1
deserved,1
incited,1
endeavoured,2
peaceable,1
intelligence,1
troop,2
expectations,1
behalf,1
declaring,1
proposal,1
truce,2
stating,1
mountaineers,1
confided,1
secrets,1
bianchi,2
bastiano,4
possente,2
threatenings,1
pupil,1
signoria,1
remitting,1
countryside,1
enrico,5
happened--murders,1
nearer,1
begging,1
distinction,1
quantities,1
voluntary,1
senator,1
enraged,1
tempt,2
baldini,1
angered,2
pressed,1
intercept,1
assembling,1
serravalle,7
thirty,3
gently,1
divide,1
hurried,1
cross,3
ahead,1
mounting,1
visors,1
unready,1
confusion,2
backward,1
narrowness,1
effective,1
unfortunate,3
sheer,1
decisive,2
previously,1
retreat--conquered,1
safety,1
sanguinary,1
tosa,1
neapolitans,1
spoils,2
celebrating,1
struck,2
beheaded,2
tommaso,1
lupacci,1
lambertuccio,1
frescobaldi,1
despairing,1
yearly,1
florins,1
